NOMBRE_ESTABLECIMIENTO,ROL_ESTABLECIMIENTO
ESCUELA BASICA IRENE FREI DE CID,8531
ESCUELA BASICA LIBERTADORES DE CHILE,8532
ESCUELA BASICA BENJAMIN VICUNA MACKENNA,8533
LICEO REPUBLICA DE BRASIL,8535
ESCUELA REPUBLICA DE ISRAEL,8536
ESCUELA ARNALDO FALABELLA,8537
ESCUELA BASICA REPUBLICA DE HAITI,8540
LICEO DE ADULTOS HERBERT VARGAS WALLIS,8541
LICEO SAN FRANCISCO DE QUITO,8542
ESCUELA BÃSICA ARTURO ALESSANDRI PALMA,8544
ESC.BAS.BILINGUE REPUBLICA DEL PARAGUAY,8546
ESCUELA NUEVA ZELANDIA,8547
ESCUELA BASICA DR LUIS CALVO MACKENNA,8548
ESCUELA FERNANDO ALESSANDRI RODRIGUEZ,8549
ESCUELA BAS SALVADOR SANFUENTES REP EEUU,8552
ESCUELA DE ADULTOS  JORGE ALESSANDRI R.,8553
LICEO MUNICIPAL METROPOLITANO DE ADULTOS,8554
ESCUELA REPUBLICA EL LIBANO,8555
ESCUELA REPUBLICA DE AUSTRIA,8556
ESCUELA BÃSICA HUMBERTO VALENZUELA GARCÃA,8558
ESCUELA REPUBLICA DE ALEMANIA,8561
CIUDAD SANTIAGO DE CHILE,8562
ESCUELA BASICA REPUBLICA DE MEXICO,8563
ESCUELA BASICA REINO DE NORUEGA,8564
ESCUELA BASICA REPUBLICA DEL ECUADOR,8569
LICEO DR HUMBERTO MATURANA ROMESIN,8571
ESCUELA BASICA CAMILO MORI,8572
ESCUELA BASICA REYES CATOLICOS,8576
ESCUELA BASICA UNION LATINOAMERICANA,8579
ESCUELA BÃSICA F NÂº 64,8581
LICEO DE ADULTOS ESTACION CENTRAL,8587
LICEO MIGUEL RAFAEL PRADO,8589
LICEO JOSE MIGUEL INFANTE,8592
COLEGIO ALTO PALENA,8598
COLEGIO WUNMAN,8601
CENTRO EDUCATIVO SALESIANOS ALAMEDA,8603
COLEGIO SANTA CRUZ,8604
COLEGIO SAN IGNACIO,8609
COLEGIO NUESTRA SENORA DE ANDACOLLO,8611
COLEGIO FRANCISCANO MARIA REINA,8613
COLEGIO MARIA TERESA CANCINO AGUILAR,8614
ESCUELA COLEGIO POLIVALENTE STA FAMILIA,8615
COLEGIO POLIVALENTE PLUS ULTRA,8616
LICEO POLIT. SARA BLINDER DARGOLTZ,8617
INSTITUTO DE ENS.MEDIA CLAUDIO MATTE,8618
COLEGIO SAN SEBASTIAN,8620
ESC. BAS. PART. TERESIANA DE SAN GABRIEL,8623
CENTRO EDUC. CASA TALLERES SAN VICENTE DE PAU,8625
COLEGIO SANTA MARIA DE SANTIAGO,8627
COLEGIO POLITÃCNICO SANTA ANA,8629
COLEGIO ECHAURREN,8631
LICEO POLIVALENTE SANTA JULIANA,8632
LICEO RUIZ TAGLE,8634
LICEO LEONARDO MURIALDO,8636
LICEO Y COLEGIO NUEVO HISPANO CHILENO,8639
INSTITUTO COMERCIAL BLAS CANAS,8643
COLEGIO INDUSTRIAL VASCO NUNEZ DE BALBOA,8644
LICEO JOSE DOMINGO CANAS,8645
COLEGIO LORENZO SAZIE,8649
COLEGIO SAN BENILDO,8650
COLEGIO SAN ANTONIO,8652
COLEGIO POLITECNICO AVDA. INDEPENDENCIA,8654
COLEGIO SAN ALBERTO,8657
COLEGIO FRANCISCO ARRIARAN,8658
ESCUELA PARTICULAR FRANCISCO ANDRES OLEA,8659
ESCUELA PARTICULAR GUILLERMO MATTA,8661
ESCUELA PARTICULAR HERMANOS MATTE,8663
ESCUELA BASICA NÂ°43 PATRONATO SAN ANTONIO,8665
COLEGIO SANTA ISABEL,8666
ESCUELA PARTICULAR VICTORIA PRIETO,8671
ESCUELA PARTICULAR SAN LAZARO,8674
COLEGIO SANTA TERESITA DEL NINO JESUS,8675
ESCUELA MANUEL JOSE IRARRAZAVAL,8676
ESC.SILVIA SALAS EDWARDS,8678
COLEGIO ADVENTISTA PORVENIR,8680
COLEGIO ANGLO MAIPU,8681
COLEGIO RAFAEL SANHUEZA LIZARDI,8682
COLEGIO JEAN JACQUES,8684
ESCUELA BASICA PARTICULAR CLUB HIPICO,8685
ESCUELA PARTICULAR AMOR DE DIOS,8690
COLEGIO ORATORIO DON BOSCO,8697
ESCUELA PARTICULAR EL PEQUENO ESTUDIANTE,8699
ESCUELA INSTITUTO CAMILO HENRIQUEZ,8700
ESCUELA BASICA NÂ°728 MARYLAND COLLEGE,8703
ESCUELA SAN BENILDO,8706
ESCUELA BASICA NÂ°1319 DAVID MATARASSO 2,8712
ESCUELA PARTICULAR RAMON FREIRE,8714
COLEGIO SAO PAULO,8715
ESCUELA PARTICULAR SAINT HENRY SCHOOL,8717
ESCUELA PARTICULAR DANES,8718
COLEGIO SAINT JOSEPH C. THOMAS SCHOOL,8724
ESCUELA PARTICULAR THOMAS JEFFERSON,8726
COLEGIO GEORGE WASHINGTON,8728
ESCUELA PARTICULAR DIVINA MARIA,8739
COLEGIO MARIA LUISA VILLALON,8740
COLEGIO INSTITUTO ALONSO DE ERCILLA,8748
COLEGIO ACADEMIA DE HUMANIDADES,8750
COLEGIO HISPANO AMERICANO,8754
COLEGIO SAINT ROSE SCHOOL,8755
COLEGIO EXCELSIOR,8756
COLEGIO DE LOS SAGRADOS CORAZONES ALAMEDA,8757
COLEGIO SANTA CECILIA,8759
COLEGIO INSTITUTO DE HUMANIDADES LUIS CAMPINO,8761
COLEGIO SANTA ELENA CARMELITAS MISIONERAS TERESIANA,8762
COLEGIO DE ADULTOS CENTRO DE ESTUDIOS LA ARAUCANA,8763
COLEGIO SANTA MARIA CERVELLON,8769
ESCUELA MANUEL MONTT,8780
ESCUELA BASICA PARTICULAR STA BERNARDITA,8781
COLEGIO FILIPENSE,8791
ESCUELA BASICA NÂ°823 SPENDIX,8793
ESCUELA PART MARY AND GEORGE S SCHOOL,8800
LICEO PROFESIONAL ABDON CIFUENTES,8811
LICEO INDUSTRIAL DE LA CONSTRUCCION VICTOR BEZANILLA SALINAS,8812
LICEO INDUSTRIAL Y DE MINAS IGNACIO DOMEY,8813
LICEO INDUSTRIAL A-22 DE SANTIAGO,8814
COLEGIO SAN FRANCISCO DEL ALBA,8815
LICEO ALEXANDER FLEMING DE LAS CONDES,8818
LICEO RAFAEL SOTOMAYOR,8819
LICEO MUNICIPALIZADO AMANDA LABARCA,8821
LICEO JUAN PABLO II DE LAS CONDES,8822
COLEGIO ANTARTICA CHILENA,8825
COLEGIO NTRA. SRA. DEL ROSARIO LAS CONDES,8827
LICEO SIMON BOLIVAR,8828
LICEO MARIA LUISA BOMBAL,8833
LICEO SANTA MARIA DE LAS CONDES,8835
INSTITUTO FERMIN VIVACETA,8839
ESCUELA DE FARELLONES,8840
"COLEGIO PARROQ,STA ROSA DE LO BARNECHEA",8841
COLEGIO SAN JUAN DE KRONSTADT,8845
COLEGIO INMACULADA CONCEPCION,8846
COLEGIO LA VIRGEN DE POMPEYA,8849
INSTITUTO PRESIDENTE ERRAZURIZ,8854
COLEGIO ANGLO AMERICAN INTERNATIONAL SCHOOL,8860
COLEGIO ADVENTISTA LAS CONDES,8861
COLEGIO TABANCURA,8862
COLEGIO SCUOLA ITALIANA VITTORIO MONTIGLIO,8863
COLEGIO FRANCISCO DE ASIS,8867
COLEGIO LA GIROUETTE,8868
COLEGIO THE NEWLAND SCHOOL,8869
COLEGIO COMPANIA DE MARIA APOQUINDO,8870
COLEGIO LOS ANDES DE VITACURA,8871
COLEGIO WENLOCK SCHOOL,8872
COLEGIO VILLA MARIA ACADEMY,8873
COLEGIO MANANTIALES,8876
COLEGIO DE LOS SAGRADOS CORAZONES,8877
COLEGIO DEL SAGRADO CORAZON DE APOQUINDO,8878
COLEGIO NIDO DE AGUILAS,8880
COLEGIO CONCORDIA,8883
COLEGIO REDLAND SCHOOL,8885
COLEGIO DEL VERBO DIVINO,8888
COLEGIO SAN JUAN EVANGELISTA,8892
COLEGIO INTERNACIONAL SEK CHILE,8893
COLEGIO LA MAISONNETTE,8894
COLEGIO DALCAHUE,8895
COLEGIO SEMINARIO PONTIFICIO MENOR,8900
COLEGIO CORDILLERA DE LAS CONDES,8902
COLEGIO LINCOLN INTERNATIONAL ACADEMY,8903
COLEGIO SANTA URSULA,8904
COLEGIO EL CARMEN TERESIANO I,8905
COLEGIO SAINT GEORGE S COLLEGE,8906
COLEGIO BRADFORD SCHOOL,8909
COLEGIO ARABE,8911
COLEGIO WILLIAM KILPATRICK,8914
COLEGIO CRAIGHOUSE,8917
COLEGIO SAN PEDRO NOLASCO,8919
COLEGIO BRITISH HIGH,8921
LYCÃE ANTOINE DE SAINT-EXUPÃRY,8923
LICEO POLIVALENTE ARTURO ALESSANDRI P.,8925
LICEO DE NIÃAS N 7 LUISA SAAVEDRA DE GONZALEZ,8926
LICEO CARMELA CARVAJAL DE PRAT,8927
LICEO JOSE VICTORINO LASTARRIA,8928
LICEO B 42 TAJAMAR,8930
ESCUELA BASICA EL VERGEL,8931
ESCUELA DE PROVIDENCIA,8933
ESCUELA ESPECIAL MC-KAY,8936
COLEGIO POLIV. PROF. GUILLERMO GONZALEZ HEIN,8938
ESCUELA PARTICULAR TERESIANA DE SAN JOSE,8942
COLEGIO PARTICULAR REGINA PACIS,8944
ESCUELA Y LICEO PAULINA VON MALLINCKRODT,8945
COLEGIO COMPANIA DE MARIA-SEMINARIO,8950
COLEGIO HUELEN,8953
COLEGIO MARIA INMACULADA,8954
COLEGIO SAINT GABRIELÂ´S SCHOOL ANEXO,8955
COLEGIO LATINOAMERICANO DE INTEGRACION,8956
ESCUELA BASICA NÂ°280 ASOCIACION MONTESSORI,8957
COLEGIO SUPERIOR CAMBRIDGE,8959
COLEGIO SAINT GABRIELÂ´S SCHOOL LOCAL SEDE,8966
COLEGIO THE ANGELÂ´S SCHOOL,8969
COLEGIO SAINT GABRIELÂ´S SCHOOL ANEXO,8970
COLEGIO SAN BENITO,8972
COLEGIO CAMPVS COLLEGE,8974
COLEGIO DUNALASTAIR,8978
COLEGIO ALEMAN DE SANTIAGO,8979
COLEGIO DE LOS SAGRADOS CORAZONES PROVIDENCIA,8981
COLEGIO TREWHELAÂ´S ENGLISH SCHOOL,8984
COLEGIO SAINT GABRIELÂ´S SCHOOL ANEXO,8986
COLEGIO MARIANO,8988
COLEGIO PADRE HURTADO Y JUANITA DE LOS ANDES,8991
COLEGIO ALEMAN SANKT THOMAS MORUS,8992
COLEGIO SANTIAGO COLLEGE,8995
COLEGIO SAN IGNACIO EL BOSQUE,8996
WEXFORD COLLEGE N 2,8997
COLEGIO CAMBRIDGE COLLEGE,8998
COLEGIO THE ENGLISH INSTITUTE,9003
COLEGIO UNIVERSITARIO INGLES,9004
COMPLEJO EDUCACIONAL LA REINA,9006
LICEO EUGENIO MARÃA DE HOSTOS,9007
COLEGIO MUNICIPALIZADO CONFEDERAC SUIZA,9008
COLEGIO SAN CONSTANTINO,9011
ESCUELA BASICA YANGTSE EX E-229,9012
ESCUELA PALESTINA,9013
ESCUELA PARTICULAR SAN LEONARDO MURIALDO,9017
COLEGIO SANTA CATALINA LABOURÃ,9020
ESCUELA HERMANAS DEL NINO JESUS,9025
ESCUELA PARTICULAR ANTINIL,9032
COLEGIO STA MARIA REINA,9033
COLEGIO EL CARMEN TERESIANO,9035
COLEGIO JOSÃ ARRIETA,9036
COLEGIO SAN LUIS DE LAS CONDES,9038
COLEGIO RUBEN DARIO,9039
COLEGIO DE LA SALLE,9042
COLEGIO THE GRANGE SCHOOL,9046
COLEGIO ANDREE ENGLISH SCHOOL,9051
COLEGIO TERESIANO ENRIQUE DE OSSO,9053
COLEGIO SAINT JOHNÂ´S VILLA ACADEMY,9054
INSTITUTO SUPERIOR DE COMERCIO DIEGO PORT,9058
LICEO POLITECNICO PEDRO DE VALDIVIA,9060
LICEO POLITECNICO A NÂ° 60 PRESIDENTE MANUEL MONTT,9061
LICEO INDUSTRIAL CHILENO-ALEMAN DE ÃUÃOA,9063
LICEO TECNICO B NÃ 58 JOSE MARIA NARBONA,9064
LICEO COMERCIAL GABRIEL GONZALEZ VIDELA,9065
LICEO POLIVALENTE MERCEDES MARIN DEL SOLAR,9069
ESCUELA BENJAMIN CLARO VELASCO,9070
LICEO AUGUSTO D HALMAR,9071
LICEO VILLA MACUL ACADEMIA EX LICEO JUANA DE IBARBOUROU A 48,9072
LICEO CARMELA SILVA DONOSO,9073
LICEO JOSE TORIBIO MEDINA,9074
COMPLEJO EDUC. JOAQUIN EDWARDS BELLO.,9075
COMPLEJO EDUC.MUN. BRIGIDA  WALKER.,9077
LICEO LENKA FRANULIC,9078
COL TEC PROFESIONAL REPUBLICA ARGENTINA,9082
ESC.PRESIDENTE EDUARDO FREI MONTALVA,9084
ESCUELA JOSE BERNARDO SUAREZ,9085
CENTRO EDUC. VALLE HERMOSO,9087
LICEO ANTONIO HERMIDA FABRES,9088
ESCUELA BÃSICA JOSÃ TORIBIO MEDINA,9089
ESCUELA BAS. CENTRO EDUCACIONAL MILLANTU,9090
ESCUELA REPUBLICA DE FRANCIA,9091
ESCUELA REPUBLICA DE COSTA RICA,9097
ESCUELA JUAN BAUTISTA PASTEN,9098
LICEO REPUBLICA DE SIRIA,9100
ESCUELA GUILLERMO ZANARTU IRIGOYEN,9102
ESCUELA UNION NACIONAL ARABE,9103
ESCUELA VILLA MACUL,9104
CENTRO EDUCACIONAL EDUARDO DE LA BARRA,9105
CENTRO EDUCACION MARIANO EGANA,9106
LICEO ERASMO ESCALA ARRIAGADA,9107
ESCUELA CARLOS HERNANDEZ PENA,9110
ESCUELA LUIS  ARRIETA CANAS,9111
LICEO MUNICIPALIZADO MANUEL ROJAS,9116
COLEGIO MATILDE HUICI NAVAS,9117
ESCUELA TOBALABA,9121
ESCUELA JULIO MONTT SALAMANCA,9122
ESCUELA BASICA,9125
COLEGIO LIKANKURA DE PEÃALOLÃN,9127
ESCUELA JUAN MOYA MORALES,9131
COLEGIO APOSTOL SAN PEDRO,9135
ESCUELA PARTICULAR SANTA VICTORIA,9140
ESCUELA BASICA PARTICULAR LOS HUSARES,9142
ESCUELA BASICA MARTINEZ DE ROZAS,9144
ESCUELA PARTICULAR MANUEL ANTONIO MATTA,9145
ESCUELA PARTICULAR CARMEN ARRIARAN,9146
COLEGIO PARTICULAR N 1 DE NUNOA,9147
ESCUELA PARTICULAR REGINA MUNDI,9150
COLEGIO SANTA MARGARITA DE ESCOCIA,9151
ESCUELA BAS. RENACIMIENTO N_ 1,9156
COLEGIO PARTICULAR SAN FERNANDO,9158
INST. POLITEC. PROF. GUILLERMO GONZALEZ HEINR,9159
ESCUELA PARTICULAR NUESTRA SRA.DEL PILAR,9162
LICEO POLITEC.PARTICULAR CARMEN ARRIARAN,9164
ESCUELA BAS. N_ 850 SANTA SOFIA,9165
COLEGIO LIBERTADOR SIMON BOLIVAR,9168
ESCUELA SAN JOSE OBRERO,9171
COLEGIO POLIV. ROCKET COLLEGE,9172
ESCUELA BASICA COLEGIO SANTA MARTA DE PENALOL,9175
LICEO COMERCIAL PARTICULAR ÃUÃOA,9177
COLEGIO SANTA MARTA,9179
COLEGIO POLIVALENTE YORK,9182
ESC.PARA SORDOS DR. OTTE GABLER,9183
COLEGIO PRECIOSA SANGRE,9184
LICEO SALESIANO CAMILO ORTUZAR MONTT,9185
ESC. PART. MARTA BRUNET,9187
ESCUELA PARTICULAR COLEGIO CEDI,9190
CENTRO EDUC PROFES GMO GONZALEZ HEINRICH,9194
ESCUELA PARTICULAR WELCOME SCHOOL,9197
COLEGIO PARTICULAR JORGE PRIETO LETELIER,9200
ESCUELA PARTICULAR SANTIAGO DE CHILE,9201
ESCUELA PARTICULAR THE NEW SCHOOL,9205
COLEGIO PARTICULAR NUMERO DOS DE NUÃOA,9206
COMPLEJO EDUCACIONAL ESPERANZA,9208
ESCUELA PARTICULAR SAN JUAN BAUTISTA,9209
"COLEGIO, CENTRO EDUC.AMERICO VESPUCIO",9213
COLEGIO SUIZO DE SANTIAGO,9216
COLEGIO AKROS,9217
COLEGIO ALTAMIRA,9221
INSTITUTO PABLO NERUDA,9228
COLEGIO ISABEL LA CATOLICA,9230
INSTITUTO HEBREO DR CHAIM WEIZMANN-ORT,9237
COLEGIO FRANCISCO DE MIRANDA,9239
FUNDACIÃN EDUCACIONAL COLEGIO NOTRE DAME,9244
COLEGIO SAN AGUSTIN,9246
COLEGIO SAINT GASPAR COLLEGE,9249
COLEGIO CALASANZ,9250
COLEGIO SANTO TOMAS ÃUÃOA,9259
COLEGIO SANTA GEMA GALGANI,9263
LICEO EXPERIMENTAL MANUEL DE SALAS,9267
ESCUELA BÃSICA NÂº520 FLORENCE NIGHTINGALE,9268
COLEGIO VICTOR DOMINGO SILVA,9270
COLEGIO THE KENT SCHOOL,9271
COLEGIO UNIVERSITARIO EL SALVADOR,9276
COLEGIO SAN MARCOS,9277
COLEGIO INSTITUTO SANTA MARIA,9278
LICEO BENJAMIN VICUNA MACKENNA,9281
ESCUELA GUARDIAMARINA ERNESTO RIQUELME,9282
ESCUELA BELLAVISTA,9283
ESCUELA ELSA SANTIBANEZ,9284
ESCUELA MARCELA PAZ,9285
LICEO NUEVO AMANECER,9288
ESCUELA LAS ARAUCARIAS,9289
ESCUELA SOTERO DEL RIO,9290
COMPLEJO EDUC. MUNICIPAL CARDEN.A.SAMORE,9292
LICEO POLIVALENTE LOS ALMENDROS,9293
LICEO ANDRES BELLO,9294
ESCUELA LAS LILAS,9296
LICEO INDIRA GANDHI,9298
ESCUELA SANTA IRENE,9299
ESCUELA LO CANAS,9302
ESCUELA LOS CEREZOS,9304
ESCUELA LOS QUILLAYES,9306
ESCUELA  OSCAR CASTRO,9307
ESCUELA PARTICULAR UNIDAD DIVINA,9308
COLEGIO PARTICULAR ISLA WELLINGTON,9311
CHILEAN EAGLES COLLEGE - LA FLORIDA,9312
INSTITUTO LA SALLE,9317
COLEGIO MAURICIO RUGENDAS,9318
ESCUELA PARTICULAR MSR.DIEGO ROSALES,9324
COLEGIO POLIV. SAN SEBASTIAN DE LA FLORIDA,9328
COLEGIO ALAIN DE LA FLORIDA,9330
COLEGIO PARTICULAR THE GARDEN SCHOOL,9331
COLEGIO SANTA PATRICIA DE LA FLORIDA,9332
ESCUELA BÃSICA NÂ°993 ANTONIO BORQUEZ SOLAR,9333
COLEGIO PORTALES,9334
ESCUELA PARTICULAR LOS COPIHUES,9335
ESCUELA PARTICULAR LORD TOMAS COCHRANE,9337
ESCUELA Y COLEGIO POLITECNICO LOS HEROES,9339
COLEGIO SANTA MARIA,9340
ESCUELA PART. JOHN PAUL SCHOOL,9341
ESCUELA PARTICULAR LAURA ELGUETA,9342
ESCUELA PARTICULAR LOS CASTANOS,9345
CENTRO EDUCACIONAL LA FLORIDA,9347
COLEGIO PARTICULAR SAN FRANCISCO DE ASIS,9356
ESC. PART. SAINT GERMAINE SCHOOL,9358
COLEGIO PARTICULAR LA CONCEPCION,9362
ESC. PART. RAFAEL SOTOMAYOR B.,9363
ESCUELA BASICA PARTICULAR PAICAVI  NUM 1,9366
ESCUELA PARTICULAR PAPA JUAN PABLO II,9368
ESCUELA PARTICULAR ROSARIO CONCHA,9369
BERNADETTE COLLEGE,9373
CENTRO EDUCACIONAL LONDON,9375
COLEGIO POLIV. VICENTE VALDES,9377
COLEGIO LE MONDE,9385
COLEGIO SANTA CECILIA DE LA FLORIDA,9396
LICEO BETSABE HORMAZABAL DE ALARCON,9405
LICEO ANDRES BELLO,9406
ESCUELA DE LA INDUSTRIA GRAFICA HECTOR GO,9407
LICEO POLITECNICO DE SAN JOAQUIN,9408
LICEO COMERCIAL INSTITUTO SUPERIOR DE COMERCIO DE CHILE (EX A99),9409
ESCUELA  CONSOLIDADA DAVILA,9410
CENTRO EDUCACIONAL HORACIO ARAVENA A.,9411
ESCUELA GENERAL BASICA SANTA FE,9413
COLEGIO CIUDAD DE FRANKFORT,9414
ESCUELA TERRITORIO ANTARTICO,9415
ESCUELA POETAS DE CHILE,9416
ESCUELA LA VICTORIA,9418
LICEO MUNICIPAL ENRIQUE BACKAUSSE,9419
LICEO MUNICIPAL SAN JOAQUIN,9421
ESCUELA CENTRO EDUC. REP. MEXICANA,9422
ESCUELA BASICA FRAY CAMILO HENRIQUEZ,9424
ESCUELA LLANO SUBERCASEAUX,9426
ESCUELA BASICA RICARDO E. LATCHMAN,9428
ESCUELA POETA VICTOR DOMINGO SILVA,9429
CENTRO EDUC. PROVINCIA DE ÃUBLE,9430
ESCUELA VILLA SAN MIGUEL,9431
ESCUELA BASICA MUNICIPAL,9433
ESC. BAS. Y ESP. SU SANTIDAD JUAN XXIII,9437
ESCUELA BAS. LOS HEROES DE YUNGAY,9443
ESCUELA BÃSICA POETA NERUDA (EX-483),9457
ESCUELA BOROA,9458
INST. REG. EDUC ADULTOS SAN MIGUEL,9460
ESC. ESP. DE ADULTOS HUGO MORALES BIZAMA,9461
COLEGIO LA CASTRINA,9467
LICEO POLITECNICO SAN LUIS,9472
ESCUELA BAS.PART.N 23 COLEGIO SANTA ANA,9473
INSTIT.POLIT.SAN MIGUEL ARCANGEL,9474
COLEGIO SANTA ROSA,9484
ESCUELA PARTICULAR HANSEL Y GRETEL,9485
COLEGIO ESPIRITU SANTO DEL VERBO DIVINO,9486
ESCUELA INDUSTRIAL PART. LAUTARO,9487
LICEO COMERCIAL JAVIERA Y J L CARRERA N1,9489
ESCUELA PARTICULAR LUCILA GODOY,9490
COLEGIO PART. NUESTRA SRA DEL HUERTO,9500
COLEGIO POLIV.ADVENTISTA SANTIAGO SUR,9502
ESCUELA PARTICULAR PIO DOCE,9503
ESCUELA PARTICULAR Y COLEGIO CHILE,9504
ESCUELA PARTICULAR JOSE A.ALFONSO,9505
ESC.BAS.PROFESORA AIDA RAMOS DIAZ,9506
ESCUELA PARTICULAR LAURA VICUNA,9507
COLEGIO PARTICULAR POBL. ALESSANDRI,9508
COLEGIO SUBERCASEAUX COLLEGE,9509
COLEGIO PART. ANTONIO ACEVEDO HERNANDEZ,9510
ESCUELA PARTICULAR GRAN AVENIDA,9511
ESCUELA BASICA PARTIC JACQUELINE KENNEDY,9512
COLEGIO PARTICULAR PADRE FIDEL ABARCA,9518
COLEGIO SANTO CURA DE ARS,9519
PRINCESS MARGARET COLLEGE,9520
ESCUELA PARTICULAR ECOLE NOEL,9527
ESCUELA PARTICULAR MIGUEL DAVILA,9531
ESCUELA BASICA PARTICULAR RAINBOW SCHOOL,9533
COLEGIO SAN DAMIAN,9534
ESCUELA PART.CENTRO EDUC.SANTA MONICA,9536
ESCUELA PARTICULAR DIVINA GABRIELA,9537
ESC. BAS. NÂ°221 SANTA CATALINA DE SAN MIGUEL,9539
ESCUELA PARTICULAR SAN CARLOS,9540
ESCUELA PARTICULAR EL GRECO,9543
ESCUELA PARTICULAR AMIGOS,9544
ESCUELA BAS. PART. QUEEN & FLOWER COLLEGE,9547
ESCUELA PARTICULAR LA RONDA DE SN.MIGUEL,9551
COLEGIO KINGÂ´S SCHOOL,9553
ESCUELA PARTICULAR MARQUEZ DE OVANDO,9556
ESCUELA PARTICULAR ROCIO DE LOS ANGELES,9558
COLEGIO PARROQUIAL SAN MIGUEL,9564
INSTITUTO MIGUEL LEON PRADO,9570
ESCUELA PARTICULAR JAVIERA CARRERA,9572
ESCUELA BASICA PARTICULAR CAMINITO,9574
LICEO INDUSTRIAL DE SAN MIGUEL AGUSTIN ED,9579
LICEO TECNICO A-100 DE SAN MIGUEL,9581
LICEO POLIVALENTE FRANCISCO FRIAS V.,9582
CENTRO EDUCACIONAL MUN.MARIANO LATORRE,9583
LICEO COMERCIAL VATE VICENTE HUIDOBRO,9584
LICEO DOCTOR ALEJANDRO DEL RIO,9585
LICEO MUNICIPALIZADO ARAUCANIA,9586
LICEO MALAQUIAS CONCHA,9587
ESCUELA BAS. TECNO SUR,9588
ESCUELA BELGICA,9590
LICEO N523,9591
ESCUELA BASICA SENDERO DEL SABER,9592
ESCUELA BASICA EDUCADORES DE CHILE,9593
ESCUELA CAPITAN AVALOS,9595
ESCUELA PABLO DE ROKHA,9597
ESCUELA MUNICIPAL VIOLETA PARRA,9598
LICEO MUNICIPAL PURKUYEN,9599
ESCUELA NANIHUE,9600
CENTRO EDUCACIONAL MUNICIPAL SAN RAMON,9601
COLEGIO NERUDA,9602
LICEO MUNICIPALIZADO CENT.ED. LA PINTANA,9604
COLEGIO MUNICIPAL PROCERES DE CHILE,9605
ESCUELA BAS. LA ARAUCANIA,9606
CENTRO EDUCACIONAL MIRADOR,9608
ESCUELA BAS. SANITAS,9609
ESCUELA BAS. POETA OSCAR CASTRO ZUNIGA,9610
ESCUELA BASICA TUPAHUE,9611
ESCUELA BASICA ISLAS DE CHILE,9612
ESCUELA BASICA KARELMAPU,9614
LICEO VICTOR JARA,9616
LICEO MUNICIPAL LA GRANJA POETA NERUDA,9617
ESCUELA BAS. BENJAMIN SUBERCASEAUX,9618
ESCUELA BASICA JUAN DE DIOS ALDEA,9620
ESCUELA BASICA VILLA LA CULTURA,9625
ESCUELA BASICA ALIVEN,9629
ESCUELA ESPECIAL DE ADULTOS,9631
COLEGIO MARISTA MARCELINO CHAMPAGNAT,9634
CHILEAN EAGLES COLLEGE-LA PINTANA,9636
COLEGIO CHRISTIAN GARDEN SCHOOL,9637
ESCUELA BÃSICA PADRE ESTEBAN GUMUCIO VIVES,9638
ESCUELA PARTICULAR EMA DIAZ SIERRA,9639
ESCUELA PARTICULAR TTE.DAGOBERTO GODOY,9642
COLEGIO POLIVALENTE FRANCISCO RAMIREZ,9646
LICEO SAN FRANCISCO,9647
ESCUELA PARTICULAR FRANCISCO DE MIRANDA,9648
ESCUELA BASICA PRESBITERIANA EL SALVADOR,9653
ESCUELA PARTICULAR FRANCISCO RAMIREZ,9654
ESCUELA PARTICULAR CLAUDIO MATTE,9655
ESCUELA PARTICULAR PDTE.JOSE J.PRIETO,9656
ESCUELA COLEGIO ALBERTO BLEST GANA,9659
ESCUELA PARTIC PARROQUIAL DOMINGO SAVIO,9660
ESCUELA PARTICULAR ELSA RAMIREZ,9663
COLEGIO PARTICULAR PUERTO NAVARINO,9664
CENTRO EDUCACIONAL SANTA ROSA DEL SUR,9665
ESC. PART. CELESTIN FREINET,9666
ESCUELA BASICA OSCAR SALINAS,9668
COLEGIO NUESTRO MUNDO,9669
ESCUELA PARTICULAR ARTURO MATTE LARRAIN,9673
ESCUELA BASICA ALAS DE AGUILA,9674
ESCUELA PARTICULAR SAN MARCELO,9676
COMPLEJO EDUC.STA.RITA DE CASIA-ANEXO 1,9680
COLEGIO SAN GREGORIO DE LA SALLE,9684
ESCUELA BASICA PARTIC ESTRELLA DE CHILE,9685
LICEO TÃCNICO CLOTARIO BLEST RIFFO,9686
LICEO CHRISTA MC AULIFFE,9687
LICEO JUAN GOMEZ MILLAS,9688
CENTRO DUC.CARDENAL JOSE MARIA CARO,9690
LICEO POLITECNICO CIENCIA Y TECNOLOGIA,9693
INSTITUTO COMERCIAL PADRE ALBERTO HURTADO DE PEDRO AGUIRRE CERDA,9694
LICEO POLIVALENTE EUGENIO PEREIRA SALAS,9695
LICEO POLIVALENTE,9697
ESCUELA BASICA AVIADORES,9698
COLEGIO NACIONES UNIDAS,9699
COLEGIO PALESTINO,9700
LICEO POLIVALENTE OLOF PALME,9701
ESCUELA BASICA MARIO ARCE GATICA,9702
ESCUELA ESPERANZA JOVEN,9703
ESCUELA LO VALLEDOR,9704
ESCUELA BASICA SALOMON SACK,9705
ESCUELA BAS. OSCAR ENCALADA YOVANOVICH,9706
ESCUELA BLUE STAR COLLEGE,9709
ESCUELA BASICA SANTA ADRIANA,9710
