NOMBRE_ESTABLECIMIENTO,ROL_ESTABLECIMIENTO
COLEGIO ANTONIO ZANOLETTI,14823
COLEGIO EVEREST CENTRAL,14824
NUEVO COLEGIO PART. DE CARTAGENA,14825
CENTRO EDUCACIONAL CEVAL LTDA.,14846
ESCUELA PART. ANNY SCHOOL,14848
CENTRO DE EDUC. DE ADULTOS PITAGORAS,14852
SUNNYLAND SCHOOL,14856
COLEGIO HERMANO EUGENIO EYRAUD,14860
COLEGIO NAZAREO,14862
COLEGIO TECNICO ALIANZA EDUCACIONAL,14865
COLEGIO ALTAZOR,14866
LICEO TECNICO AGRICOLA OBISPO RAFAEL LIRA INF,14868
COLEGIO ENTRE VALLES,14870
COLEGIO ALIMAPU,14871
CENTRO DE ESTUDIOS FRANCISCO BILBAO,14874
LICEO SAN ESTEBAN,14877
"LICEO PART, MIXTO SAN FELIPE",14879
LICEO ALDEA EDUCATIVA RAPA NUI,14881
COLEGIO LEONARDO DA VINCI,14885
COLEGIO SAN HERNALDO,14896
COLEGIO SIMON BOLIVAR,14901
COLEGIO FUNDADORES DE LA CALERA,14902
CENTRO DE ESTUDIOS SAN IGNACIO,14910
COLEGIO SAN ANTONIO DE VILLA ALEMANA,14912
COLEGIO GALILEO,14913
SCIENCEÂ´S COLLEGE,14917
COLEGIO LAS ACACIAS,14922
COLEGIO WINTERHILL VIÃA DEL MAR,14923
LICEO TEC. PROFESIONAL DE ADULTOS DE LIMACHE,14946
COLEGIO ALTOMONTE,14952
COLEGIO PEUMAYÃN,14953
COLEGIO PARTICULAR LUCILA GODOY ALCAYAGA,15501
INSTITUTO MONSENOR LECAROS,15502
COLEGIO QUIMAHUE,15510
COLEGIO PARTICULAR SUBV. CHILDREN SCHOOL,15515
COLEGIO INGLES SAINT JOHN,15521
CHARLY SCHOOL,15522
COLEGIO SANTA CRUZ DE UNCO,15524
ESCUELA MUNICIPAL AMERICA,15526
COLEGIO SAN IGNACIO,15534
ESCUELA SANTA TERESA DE AVILA,15535
COLEGIO CRIPTOCARYA ALBA,15544
EL PEQUENO MOZART,15554
COLEGIO LA CRUZ,15564
ESCUELA PUERTECILLO,15569
ESCUELA BASICA GALVARINO VALENZUELA MORAGA,15570
COLEGIO PARTICULAR LA PRIMAVERA,15571
LICEO MUNICIPAL DE ADULTOS SANTA CRUZ,15574
COLEGIO ARRAYANES,15576
COLEGIO PARTICULAR ALMA MATER,15579
LICEO TECNICO PROFESIONAL EL TAMBO,15583
COLEGIO CRISTIANO RESURRECCION,15585
ROSARIO COLLEGE,15588
COLEGIO ALCALDE PEDRO URBINA,15589
COLEGIO AMERICANO,15593
COLEG.TERESIANO JUANITA FERNANDEZ SOLAR,15594
INSTITUTO SAN VICENTE DE TAGUA TAGUA,15596
ALBERTO HURTADO CRUCHAGA,15600
COLEGIO ANTILEN,15601
COLEGIO HUMANISTA INTEGRADO,15605
ESCUELA PEDRO MORALES BARRERA,15608
"COLEGIO PARTIC, SAN JOSE DE LA MONTANA",15610
ESCUELA EL NARANJAL,15614
ESCUELA QUEBRADA NUEVO REINO,15615
COLEGIO PARTICULAR EL REAL,15621
COLEGIO PARTICULAR LOMAS BLANCAS,15622
COLEGIO MISTRAL,15624
COLEGIO SAN FRANCISCO,15627
TRINITY COLLEGE,15631
COLEGIO SAN ANGELO,15632
BRITISH COLLEGE L.T.D.,15633
INSTITUTO CRISTIANO EDUMASTER COLLEGE,15643
INSTITUTO SANTA TERESA DE LOS ANDES,15646
COLEGIO NAZARETH,15650
COLEGIO NEHUEN,15657
INSTITUTO SAN LORENZO,15662
COLEGIO MANQUEMAVIDA,15664
LICEO INTEGRADO DE ADULTOS,15665
COLEGIO HISPANO CHILENO EL PILAR,15676
COLEGIO MAGISTER,15682
COLEGIO EVELYN S SCHOOL,15683
INSTITUTO HANS CHRISTIAN ANDERSEN,15684
COLEGIO LOS CIPRESES,15690
COLEGIO LA REPUBLICA,15700
COLEGIO SANTA TERESA,15705
COLEGIO RANCAGUA,15707
COLEGIO FRAY ANDRES,15719
LICEO MUNICIPAL ZOILA ROSA CARRENO,15720
LICEO PARTICULAR CARDENAL RAUL SILVA HENRIQUE,15722
CENTRO EDUCACIONAL INTEGRAL DE ADULTOS LOS ROBLES,15723
ESCUELA FERNANDA AEDO FAUNDEZ,15724
COLEGIO SAN SEBASTIAN SCHOOL,15726
COLEGIO MUNICIPAL HUALLILEN,15728
COLEGIO ESPANA,15731
COLEGIO CRISTIANO ADONAY,15732
COLEGIO CHIMBARONGO,15739
COLEGIO ALMENAR,15744
COLEGIO VALLE DE COLCHAGUA,15745
MONTE CASTELLO,15746
COLEGIO LAS AMERICAS,15750
COLEGIO BENJAMIN VICUÃA MACKENNA,15753
COLEGIO SAN NICOLAS,15755
CENTRO EDUC. INT. DE ADULTOS SEMPER,15756
COLEGIO PART. SUBV. SAN ESTEBAN,15757
COLEGIO CHRISTIAN COLLEGE,15758
LICEO MACHALI,15759
COLEGIO MARÃA ESCOBILLANA GUZMÃN,15762
COLEGIO ANTUHUE,15763
ELENA GAETE DARBEAUX,15764
COLEGIO DIEGO PORTALES,15767
COLEGIO SANTA FILOMENA,15768
LICEO TÃCNICO SANTA CRUZ DE TRIANA,15769
ESCUELA DIVINO MAESTRO,15770
ESCUELA AGRICOLA DON GREGORIO,15774
LICEO TECNICO PROFESIONAL SANTA ROSA,15775
COLEGIO JUAN LUIS VIVES,15777
COLEGIO HERMANO DE ASIS,15779
LICEO MUNICIPAL DE CODEGUA,15781
COMPLEJO EDUCACIONAL LAS ARAUCARIAS,15787
COLEGIO REAL DE CAREN,15792
COLEGIO INTERAMERICANO,15793
COLEGIO ALERCE,15807
LICEO MIRELLA CATALAN URZUA,15808
OLIVAR COLLEGE,15809
COLEGIO ANGOSTURA,15811
COLEGIO BASICO VIOLETA PARRA SANDOVAL,15812
COLEGIO NAHUELCURA,15817
COLEGIO ALEMAN SAN MIGUEL,15820
COLEGIO SAN NICOLAS DE BARI,15828
COLEGIO DE ADULTOS MOSTAZAL,15830
COLEGIO BOSQUES DE CHILE,15832
LICEO TECNICO PART.SUBV.CIPRESES,15840
LICEO INDUSTRIAL DE RENGO,15843
INSTITUTO FERMIN VIVACETA,15848
INSTITUTO DE EDUCACION DE ADULTO SAN ANDRES,15854
COLEGIO SEBASTIAN'S COLLEGE,15855
COLEGIO UMBRALES,15857
COLEGIO PARTICULAR SUBVENCIONADO NANCAGUA SCHOOL,15859
COLEGIO ABATE MOLINA,16410
COLEGIO RAUQUEN,16415
COLEGIO POLITECNICO SAN JOSE,16417
LICEO BICENTENARIO DE MOLINA MARIA DEL TRÃNSITO DE LA CRUZ,16424
COLEGIO ESMERALDA,16427
ESC. MONSENOR MANUEL LARRAIN ERRAZURIZ,16428
COLEGIO  ORCHARD COLLEGE,16431
LICEO AGRIC.PADRE ALBERTO HURTADO,16432
CENTRO EDUCACIONAL LUIS RUTTEN,16434
LICEO SANTA MARTA,16441
CENTRO INTEGRAL EDUCACION TALCA,16443
COLEGIO EDUARDO MARTIN ABEJON,16444
COLEGIO JUAN PIAMARTA,16446
INSTITUTO SANTA MARTA,16448
LICEO POLITECNICO DE CURICO,16452
COLEGIO ALBORADA,16453
ESCUELA LAS DUNAS DE CHANCO,16454
ESCUELA PARTICULAR VILLA BAVIERA,16456
CENTRO EDUCACIONAL APUMANQUE,16457
COL.CORPORACION EDUC.LA ARAUCANA,16458
INSTITUTO TECNICO SUPERIOR CONSTITUCION,16459
ESCUELA PADRE ALBERTO HURTADO,16460
COLEGIO LYONÂ´S SCHOOL,16461
LICEO MONSEÃOR CARLOS GONZÃLEZ CRUCHAGA,16462
LICEO PABLO NERUDA DE TALCA,16467
ESCUELA BASICA DE COLBUN,16468
COLEGIO PABLO NERUDA,16469
COLEGIO CONCEPCION TALCA,16470
COLEGIO BOSQUES DE GAIA,16476
COLEGIO AQUELARRE,16477
COLEGIO MANSO DE VELASCO,16484
COLEGIO GARDEN COLLEGE,16485
COLEGIO ADVENTISTA MARANATA,16488
COLEGIO BALTAZAR,16489
COLEGIO ALBERT EINSTEIN,16491
INSTITUTO VALENTIN LETELIER,16492
COLEGIO CRISTIANO DE CURICO,16494
COLEGIO ANDES DE TALCA,16497
COLEGIO CORDILLERA,16502
ESCUELA CHACARILLAS,16506
JUAN SALVADOR COLLEGE,16507
COLEGIO HISPANOCHILENO EL PILAR,16508
COLEGIO CENTRO EDUCACIONAL VYGOTSKY,16509
ESCUELA ENRIQUE WEISS,16510
COLEGIO DIEGO THOMPSON,16512
CENTRO EDUCACIONAL ADONAY,16513
COLEGIO PARTICULAR SEBASTIAN,16518
COLEGIO KAIROS,16520
COLEGIO LOS ALERCES,16526
COLEGIO SAN MARCOS,16535
CENTRO EDUCATIVO PEUMAYEN,16541
COLEGIO PALENCIA SC.,16549
COLEGIO SAN JORGE,16550
LICEO POLIVALENTE DE RAUCO,16551
COLEGIO CORDILLERA,16556
LICEO TECNICO PROFESIONAL SIMON BOLIVAR,16564
COLEGIO LOS HEROES,16569
ESCUELA DE LENGUAJE RAYENCO,16570
ESC. PASO INTERNACIONAL PEHUENCHE,16580
LICEO TECNOLOGICO MATAQUITO,16582
ESCUELA DE ADMINISTRACION Y COMERCIO,16583
LICEO POLIVALENTE SAGRADA FAMILIA,16587
COLEGIO SAN ALFONSO DE EL BOLDO,16588
COLEGIO EL QUILLAY,16589
COLEGIO ALTA CUMBRE,16600
INSTITUTO LATINOAMERICANO-EUROPEO DE,16604
COLEGIO ANTILHUE,16608
COLEGIO ANTARES,16624
COLEGIO PABLO DE ROKHA,16625
COLEGIO SAN IGNACIO DE TALCA,16627
COLEGIO POLITECNICO AQUELARRE,16634
COLEGIO ANTAMARO,16642
COLEGIO LEONARDO DA VINCI,16644
CENTRO EDUCATIVO MACHU PICCHU,16652
LICEO VICTORIA,16656
ESCUELA ESPECIAL DE LENGUAJE CLUB DE LEONES D,16673
LICEO COMPLEJO EDUCACIONAL JAVIERA CARRERA,16676
COLEGIO IRIS RETAMAL,16677
COLEGIO LOS AGUSTINOS EDUCA Y DEPORTE,16678
COLEGIO HENRI CETTY,16685
COLEGIO SUYAI,16690
ESCUELA BASICA DE ADMINISTRACION Y COMERCIO,16695
ESCUELA HOSPITAL LINARES,16696
INSTITUTO DE INNOVACION TECNOLOGICA DIEGO POR,16697
COLEGIO CLEMENTINOS,16704
COLEGIO PARTICULAR JOSEFINA MEDEL,16708
COLEGIO SAN PABLO,16713
COLEGIO EL BOLDO,16715
LICEO BICENTENARIO ZAPALLAR DE CURICO,16716
COLEGIO SANTA MADRE DE DIOS,16717
COLEGIO CRISTIANO DE EDUC. DE ADULTOS EL SEMB,16722
ESCUELA HOSPITALARIA DE CAUQUENES,16723
COLEGIO DE ADULTOS PROMAUCAES,16727
COLEGIO SANTO TOMAS DE TALCA,16728
INSTITUTO INGLES,16729
ESCUELA ADMINISTRACION Y COMERCIO HUMANISTA C,16730
COLEGIO ALTO PEWEN,16732
COLEGIO ALTAS CUMBRES DE SAN CLEMENTE,16733
COLEGIO SAN ESTEBAN DE TALCA,16744
COLEGIO SANTA MARIA APOSTOL,16746
COLEGIO RAUQUEN CAMPO,16747
LICEO BICENTENARIO ORIENTE DE TALCA,16748
COLEGIO JUAN IGNACIO MOLINA DE LA FLORIDA,16749
LICEO BICENTENARIO DE CAUQUENES,16751
CENTRO EDUCACIONAL INTEGRAL ADULTOS VICTORIA,16752
LICEO ARTURO ALESSANDRI PALMA,16754
COLEGIO LOS AGUSTINOS,16756
COLEGIO JUAN IGNACIO MOLINA DE LICANTEN,16757
GOLDEN EAGLE SCHOOL,16766
COLEGIO ALIWE COLLEGE,16770
ESCUELA BÃSICA NÂ°2415 LYCÃE ANTOINE DE SAINT EXUPÃRY,16776
COLEGIO ALTO LAUQUÃN,16780
COLEGIO HOSPITALARIO HOSPITAL DEL  PINO,16783
ESCUELA  BASICA  NÂ°198 GREENFIELD SCHOOL,16787
COLEGIO HALCONES DEL CARMEN,16792
LICEO TECNICO PROFESIONAL LA ARAUCANA,16793
ESCUELA NUEVA MILLARAYEN,16794
ESCUELA  BASICA NÂ°231 LA VILLETTE 1,16795
ESC. ESP. DE LENGUAJE AMANECER DE COLORES,16797
COLEGIO NEW BUCKINGHAM,16798
CENTRO DE EDUCACION INTEGRADO DE  ADULTOS GLADYS LAZO NÂº 2,16799
COLEGIO LOS  ALERCES  DE  TALAGANTE,16807
COLEGIO PATAGONIA DE BUIN,16815
"ESCUELA  BASICA NÂ°201, REDWOOD COLLEGE",16816
COLEGIO  PAULO  FREIRE  DE  SAN  MIGUEL,16820
ESCUELA  BASICA  NÂ°200 COLEGIO  INTEGRAL TRABUNCO,16825
"ESCUELA DE PARVULOS NÂ°2437,  COLEGIO ALEMÃN CHICUREO",16829
RIELJAN COLLEGE,16830
COLEGIO DE ADULTOS RENACIMIENTO,16840
LICEO TECNICO PROFESIONAL PEOPLE HELP PEOPLE DE PANGUIPULLI,16843
LICEO TECNICO PROFESIONAL PEOPLE HELP PEOPLE PULLINQUE,16844
COLEGIO MIS IDEAS,16846
ESCUELA DEL CARIÃO HENRY CETTY,16847
INSTITUTO EDUCACIONAL DE ADULTOS HERMANOS CARRERA,16849
INSTITUTO BICENTENARIO JAVIERA CARRERA VERDUGO,16851
ESCUELA SARGENTO PRIMERO CRISTIAN VENEGAS OJEDA,16855
COLEGIO MELIAN,16856
CENTRO  EDUCACIONAL  DE  ADULTOS  EL MONTE,16857
CENTRO DE EDUCACION INTEGRAL DE ADULTOS PAIDEIA,16871
ESCCUELA CDP YUMBEL,16874
ESCUELA BÃSICA NÂ°2442 `CENTRO EDUCACIONAL ERNESTO YAÃEZ RIVERA`,16879
COLEGIO FILII FUTURI,16881
COLEGIO VALLES DEL MAIPO,16886
CENTRO DE ESTUDIOS CREA FUTURO,16887
ESCUELA BÃSICA NÂ° 2444 `QHAPAQ KUNA`,16890
CENTRO DE ESTUDIO DE LA PATAGONIA,16892
COLEGIO MARIA AUXILIADORA,16895
ENGLISH COLLEGE,16896
"CURAUMA LANGUAGE SCHOOL, ESC. ESP. DE LENG. Y DE PARV",16906
ESCUELA BASICA PEUMA MEW,16910
CENTRO DE EDUCACION INTEGRADA DE ADULTOS NAHUELQUIN,16915
COLEGIO CUMBRES DE COIHUECO,16919
LICEO TECNICO PROFESIONAL DE ADULTOS CHILOE,16922
THE BRISTISH SCHOOL PATAGONIA,16923
ESCUELA ESPECIAL DE LENGUAJE PINARES Y ESCUELA BÃSICA PINARES,16926
COLEGIO SAN FERNANDO T.P.,16927
COLEGIO ESCUELA PREMILITAR LAUTARO,16932
LICEO TECNICO PROFESIONAL DE ADULTOS DE ANTOFAGASTA,16935
ESCUELA YAIMA,16941
COMPLEJO EDUCACIONAL CRISTO REY,16942
COLEGIO NUEVO HORIZONTE,16945
CENTRO EDUCACIONAL SAN PEDRO DE QUELLON,16950
ESCUELA BASICA NÂ° 2450,16955
COLEGIO  ARTISTICO SOL DEL  ILLIMANI,16958
ESCUELA MONTE SINAÃ,16962
EDUCERE COLLEGE,16970
COLEGIO UNIÃN FRATERNA,16975
COLEGIO KOPERNIKUS,16978
"ESCUELA  BASICA  NÂ° 206, `PULMAHUE`",16980
LICEO DE ALTA EXIGENCIA PAULO FREIRE,16985
CENTRO EDUCACIONAL DE ADULTOS AUROMAR,16993
COLEGIO AMERICAN SCHOOL,16997
COLEGIO ALTA CUMBRE,17000
COLEGIO SAN GABRIEL ARCANGEL,17600
CENTRO DE EDUCACIÃN  INTEGRAL DIEGO PORTALES,17602
COLEGIO INGLÃS WOODLAND,17605
COLEGIO CONCEPCION SAN PEDRO,17606
COLEGIO INGLÃS BRITISH ROYAL SCHOOL,17607
COLEGIO DE LA SANTISIMA TRINIDAD,17634
COL. TECNICO PROFESIONAL LOS ACACIOS,17635
ESCUELA CENTRO ECOEDUCATIVO LAS TRANCAS,17636
COLEGIO SANTO TOMAS DE AQUINO,17638
ESCUELA BASICA EL PILME,17640
ESCUELA BASICA CANA DULCE,17641
LICEO AGRICOLA DE NEGRETE,17643
COLEGIO PARTICULAR KENNEDY SCHOOL,17648
COLEGIO RAIQUEN,17652
CENTRO EDUCACIÃN INTEGRADA DE ADULTOS,17654
ESCUELA MUNICIPAL CARRIZAL - MENIR,17655
INSTITUTO DE HUMANIDADES ANTONIO MORENO CASAMITJANA,17657
COLEGIO EINSTEIN,17658
SCUOLA ITALIANA DI CONCEPCION,17660
LICEO CLAUDIO ARRAU LEON,17662
ANEXO COME WEALTH SCHOOL,17679
COLEGIO ADVENTISTA CONCEPCIÃN,17686
COLEGIO TERESIANO LOS ANGELES,17687
COLEGIO LICANRAY,17689
COLEGIO BEATO DAMIÃN DE MOLOKAI,17690
COLEGIO GOLDEN SCHOOL,17692
COLEGIO BASICO NUEVA LOS LOBOS,17693
ESCUELA RAMÃN VINAY SEPÃLVEDA,17698
CENTRO DE EDUCACIÃN DE ADULTOS NEWENTUN,17701
INSTITUTO SAN SEBASTIÃN MEDIO,17702
COLEGIO ESPIRITU SANTO,17703
COLEGIO SAN CRISTOBAL,17708
ESCUELA BALMACEDA SAAVEDRA L.,17709
ESCUELA BASICA EL MIRADOR,17710
ESCUELA BASICA EL ESPINO,17711
ESCUELA ACUMAR,17715
COLEGIO PARTICULAR CONTINENTAL,17719
ESCUELA DIEGO PORTALES,17723
COLEGIO SAN ESTEBAN DE BULNES,17725
CCENTRO EVANGÃLICO PARA EDUCACIÃN ADULTOS,17726
COLEGIO EL BOSQUE,17728
COLEGIO UMBRALES DEL ALBA,17732
COLEGIO CAMILO HENRIQUEZ,17733
COLEGIO DA VINCI,17734
COLEGIO DARIO SALAS,17735
COLEGIO SAN IGNACIO,17736
COLEGIO PARROQUIAL SAN JOSE,17737
ESCUELA REINO DE SUECIA,17741
ESCUELA BASICA EDUARDO FREI MONTALBA,17742
COLEGIO OLIMPIA GUZMAN BELLO,17746
ESCUELA PUCARA,17749
COLEGIO SALESIANO DE CONCEPCION,17750
ESCUELA VILLA LA GRANJA,17751
CENTRO DE EDUCACION DE ADULTOS INTECH,17754
ESCUELA PARTICULAR BAJO QUILANTAHUE,17762
ESCUELA PARTICULAR CUYIMPALIHUE,17763
LICEO TECNICO AGRICOLA SAN LORENCITO,17764
COLEGIO MADRE PAULINA,17765
COLEGIO SAN JOSE,17766
LICEO POLITECNICO CANETE,17772
COLEGIO SAN JUAN DE DIOS,17778
COLEGIO PACIFIC SCHOOL,17779
LICEO RIOS DE CHILE,17782
ESCUELA VILLA CENTINELA SUR,17785
ESCUELA ORLANDO VERA VILLARROEL,17787
COLEGIO AMANECER,17788
LICEO NUEVO MUNDO,17790
COLEGIO CONCEPCION DE SAN CARLOS,17793
COLEGIO CONCEPCION DE CHILLAN,17794
INSTITUTO PROFESIONAL Y CENTRO DE FORMACIÃN TÃCNICA SANTA LUCÃA E.I.R.L.,17795
COLEGIO ADULTOS RENACER,17796
ARAUCARIA SCHOOL,17797
COLEGIO ACUMAR,17798
COLEGIO SYDNEY COLLEGE,17800
CENTRO DE EDUCACIÃN DE ADULTOS QUIMAHUE,17810
COLEGIO CONCEPCION CHIGUAYANTE,17812
ESCUELA BÃSICA CACIQUE LEVIÃN,17813
ESCUELA ALTO CABRERO,17814
COLEGIO EINSTEIN,17815
COLEGIO PARTICULAR FRANCYS,17817
LICEO TECNICO PROFESIONAL DE LA MADERA,17818
COLEGIO CLARO DE LUNA COLLEGE,17824
ESCUELA EVANGÃLICA BETH-EL,17828
CENTRO DE ESTUDIO LA ARAUCANA,17829
COLEGIO ETCHEGOYEN TALCAHUANO,17833
COLEGIO TECNOLOGICO DARIO SALAS,17838
ESCUELA BASICA NAHUELBUTA,17840
COLEGIO AURORA DE CHILE CHIGUAYANTE,17843
CENTRO EDUCACION INTEGRAL DE ADULTOS,17846
INSTITUTO EDUCACIÃN DE ADULTOS RUBÃN CAMPOS LÃPEZ,17847
YIRE LICEO POLITECNICO DE COIHUECO,17848
COLEGIO PADRE MANUEL D`ALZON,17850
COLEGIO VILLA NONGUEN,17854
COLEGIO INMACULADA CONCEPCION,17855
LICEO OBISPO SAN MIGUEL,17857
COLEGIO MIXTO INMACULADA CONCEPCION,17858
COLEGIO ALMONDALE,17859
COLEGIO SAN LUIS,17860
ESCUELA EDELMIRA VERGARA QUIÃONES,17874
COLEGIO SAN JOAQUIN,17875
AMERICAN JUNIOR COLLEGE,17876
COLEGIO PADRE ALBERTO HURTADO LOS ANGELES,17877
CENTRO EDUCACIÃN INTEGRAL DE ADULTOS JANEQUEO - CONCEPCIÃN,17879
CENTRO DE EDUCACIÃN DE ADULTOS ADELAILA MORENO,17880
CENTRO EDUCACIÃN INTEGRADO ADULTOS FERMÃN FIERRO LUENGO,17881
COLEGIO SAN TERESA DE LOS ANDES - LOS ANGELES,17883
LICEO POLIVALENTE TOME - ALTO,17885
LICEO POLIVALENTE MARTA COLVIN ANDRADE,17892
COLEGIO THE WESSEX SCHOOL CHILLÃN,17893
COLEGIO SAN FERNANDO,17895
ESCUELA GLORIAS NAVALES,17897
ESCUELA SERGIO MARTIN ALAMOS,17898
COLEGIO METODISTA CONCEPCION,17900
COLEGIO TERESA DE LOS ANDES,17902
SEBASTIAN SCHOOL,17903
COLEGIO CREACIÃN CHILLÃN,17907
COLEGIO POLIVALENTE PADRE ALBERTO HURTADO,17908
COLEGIO CREACIÃN CONCEPCIÃN,17912
COLEGIO POLIVALENTE DOMINGO PARRA CORVALAN,17915
ESCUELA DAFNE ELVIRA ZAPATA ROZAS,17916
COLEGIO SAINT GEORGE SCHOOL,17918
COLEGIO HISPANO AMERICANO RIO VIEJO,17920
COLEGIO THE PACIFIC SCHOOL,17922
ESCUELA NACIMIENTO DE NUESTRO SEÃOR,17924
ESCUELA EL LLANO,17930
LICEO ESPÃRITU SANTO,17931
ESCUELA JOSE FRANCISCO PINO MEDINA,18002
LICEO TÃCNICO PROFESIONAL ALONSO DE ERCILLA Y ZÃÃIGA,18004
ESCUELA ELISE MOTTART,18006
COLEGIO CARMELA ROMERO DE ESPINOSA,18007
CENTRO INTEGRAL ADULTOS PAUL PERCIVAL HARRIS,18009
COLEGIO SAN FERNANDO CHILLÃN VIEJO,18010
ESCUELA MARTA COLVIN ANDRADE,18012
ESCUELA BASICA LOS CONQUISTADORES,18014
ESCUELA BASICA FORJADORES DE CHILE,18015
ESCUELA BASICA PUEBLO SECO,18016
LICEO TÃCNICO PROFESIONAL VIOLETA PARRA SANDOVAL,18017
ESCUELA DIEGO PORTALES PALAZUELOS,18021
CENTRO EDUCACIÃN INTEGRAL ADULTOS PADRE CARLOS PUENTES FIGUEROA,18023
COLEGIO CIUDAD EDUCATIVA,18028
COLEGIO SOUTHERN COLLEGE,18034
COLEGIO SAN AGUSTIN,18035
LICEO RALCO,18037
COLEGIO WENGA CORONEL,18042
COLEGIO ADVENTISTA DE CONCEPCION,18049
COLEGIO LA FUENTE,18050
CENTRO DE NIVELACIÃN Y DE CAPACITACIÃN PARA ADULTOS MADRE MARIA M Y S,18054
COLEGIO MOZART SCHULE,18055
ESCUELA NUEVA REPUBLICA,18065
COLEGIO AURORA DE CHILE SUR,18066
CENTRO INTEGRAL DE EDUCACIÃN HIGH SCOPE LIMITADA,18069
COLEGIO JAHVE NISI,18075
LICEO POLITECNICO CARAMPANGUE,18080
ESCUELA ADULTOS INTECAP,18082
DINABEC COLLEGE,18087
COLEGIO SAN LORENZO,18090
COLEGIO EL VALLE DE HUALQUI,18093
CHRISTIAN COLLEGE,18094
COLEGIO ALMONDALE LOMAS,18097
ESCUELA TOMAS LAGO,18099
COLEGIO PAULO FREIRE,18102
COMPLEJO EDUCACIONAL GLORIA MENDEZ BRIONES,18111
LICEO INES ENRIQUEZ FRODDEN,18112
COLEGIO A-LAFKEN,18114
COLEGIO Y ESCUELA DE LENGUAJE CENTRO EDUCACIONAL PEUMAYEN,18123
COLEGIO SANTA TERESITA,18124
COLEGIO PORVENIR SCHOOL,18126
CENTRO EDUCACIONAL ALBORADA,18127
COLEGIO SANTO TOMÃS,18128
COLEGIO EDUCA BIOBÃO,18147
COLEGIO RUCALHUE,18149
COLEGIO LICAN RAY,18158
COLEGIO PRESTON SCHOOL,18163
COLEGIO MONTE ÃGUILA COLLEGE,18170
COLEGIO AMANECER TALCAHUANO,18172
INSTITUTO HUMANIDADES MONSEÃOR JOSE MANUEL SANTO ASCARZA,18181
COLEGIO BORDERIO,18184
COLEGIO QUILLÃN,18199
ESCUELA ESPECIAL DE LENGUAJE KIMALU,18203
COLEGIO AMANECER,18216
COLEGIO NUEVOS HORIZONTES,18218
COLEGIO NUEVA ESPERANZA,18220
COLEGIO EL FARO,18223
COLEGIO ALTAZOR,18234
COLEGIO AMANECER SAN CARLOS,18237
CENTRO DE EDUCACIÃN INTEGRAL DE ADULTOS NAHUELQUÃN,18241
COLEGIO INGLÃS PALABRAS DE VIDA,18243
COLEGIO SAN NICOLÃS,18247
ESCUELA EL RENOVAL,18248
COLEGIO INSTITUTO CRISTIANO GRACIA Y PAZ,18249
COLEGIO ALTURAS DE CHILLÃN,18251
ESCUELA ANEXA DE PELEHUITO,19902
IER. LICEO TÃCNICO PROFESIONAL HUISCAPI,19904
LICEO POLITECNICO EMA ESPINOZA CORREA,19906
GREEN HOUSE SCHOOL,19908
ESCUELA PARTICULAR SAN LORENZO,19910
ESCUELA PARTICULAR BOLLILCO,19911
ESC. BASICA CRUZ DEL SUR,19912
COMPLEJO EDUCACIONAL LOS SAUCES,19913
ESCUELA PARTICULAR APOCALIPSIS,19919
INSTITUTO CAMILO HENRIQUEZ,19921
ESCUELA PARTICULAR ANTUMALAL,19922
ESCUELA NRO 15 AMI,19923
LICEO PARTICULAR COMERCIAL CARAHUE,19925
ESCUELA BASICA VOLCAN LLAIMA,19927
ESCUELA PARTICULAR SAN IGNACIO,19928
ESC. PART. BASICA COMUN BOLIL,19930
ESCUELA PARTICULAR EL DESPERTAR,19934
ESCUELA PARTICULAR ALFA Y OMEGA,19944
ESCUELA LAURA VICUNA,19947
ESCUELA PARTICULAR SANTA OLGA,19949
ESCUELA PARTICULAR SAN ANDRES,19950
COLEGIO ANGOL,19952
ESCUELA BILINGUE AMUL KEWUN,19953
ESCUELA ESPECIAL DE TRASTORNOS DE LA COMUNICACION ORAL DOCKSTA,19954
ESCUELA PARTICULAR QUINQUEN,19958
COLEGIO JUAN XXIII,19959
COLEGIO ANTUMALEN,19960
SOUTHERN OXFORD SCHOOL,19962
ESCUELA PARTICULAR TERESA DE LOS ANDES,19965
COLEGIO ADVENTISTA DE PITRUFQUEN,19968
MOZART SCHOOL,19972
COMPLEJO EDUCACIONAL LA FRONTERA,19974
ESCUELA RADALCO,19976
COLEGIO NUEVA CONCEPCION,19981
ESCUELA BASICA PARTICULAR EMPRENDER,19983
C.E.I.A. ANTONIO ACEVEDO HERNANDEZ,19993
ESCUELA NUEVA MENETUE,19996
ESCUELA CHANCO MARIHUAL BAJO,19998
ESCUELA PARTICULAR GALLETUE,19999
C.E.I.A. ALERTA,20001
COLEGIO EL LABRADOR,20008
ESCUELA ENRIQUE TENORIO FUENTES,20010
CENTRO DE EDUC. ADULTOS PAULO FREIRE,20012
ESC.PART.SAN FRANCISCO DE COIHUE,20015
COLEGIO DE APLICACION,20016
SUN FLOWER SCHOOL,20019
ESCUELA PARTICULAR HUENTE,20024
ESCUELA ARTISTICA ARMANDO DUFEY BLANC,20025
ESCUELA MAPU- LAFKEN,20026
ESCUELA HUERTOS MINEROS,20027
ESCUELA SANTA VICTORIA,20029
COLEGIO CUMBRES DEL BUDI,20033
LICEO COMERCIAL DEL DESARROLLO,20037
ESCUELA PARTICULAR CLAUDIO ARRAU,20041
